6,"[""drive"", ""focus.."", ""talk"", ""salary packages"", ""industry"", ""jobs"", ""Innovation drive"", ""challenging"", ""work challenging"", ""work"", ""salary"", ""organization"", ""packages"", ""Flat organization"", ""Employee focus..""]"
5,"[""place""]"
9,"[""place""]"
7,"[""products"", ""business"", ""challenges"", ""non-software guys"", ""on products"", ""guys"", ""need"", ""capability"", ""software"", ""customer need"", ""engineering capability"", ""more challenges""]"
3,"[""management"", ""applications"", ""feedback"", ""middle"", ""managers"", ""night"", ""micro management"", ""work"", ""members"", ""of night"", ""team members""]"
10,"[""place"", ""for technology"", ""technology""]"
2,"[""benefits management"", ""projects"", ""management"", ""guy"", ""smart people"", ""employee"", ""things"", ""people"", ""mentoring focus"", ""experience"", ""customers"", ""\u2026 things"", ""lots"", ""focus"", ""package"", ""new employee"", ""loads"", ""feeling""]"
1,"[""customer"", ""customer experience""]"
11,"[""of bureaucracy"", ""Company..Lots"", ""bureaucracy""]"
2203,"[""money"", ""environment"", ""of money"", ""friends""]"
2854,"[""senior staff"", ""culture.challenges.constructive feedback"", ""feedback"", ""work"", ""transparency"", ""staff""]"
1458,"[""importance"", ""balance"", ""employees"", ""life balance""]"
2718,"[""day"", ""Salary""]"
4715,"[""network"", ""Good infrastructure"", ""Nice ambience"", ""Culture"", ""infrastructure Nice"", ""New technology"", ""ambience Gives"", ""Gives"", ""start"", ""technology Culture""]"
1754,[]
1671,[]
3440,"[""level"", ""organization"", ""managers"", ""learning platform"", ""skip level"", ""platform""]"
1255,[]
832,"[""Work Place""]"
1439,"[""management""]"
637,"[""place""]"
4717,"[""place""]"
3068,"[""place""]"
1491,[]
4237,"[""Place""]"
4925,"[""Transparency"", ""level""]"
481,"[""Company"", ""people""]"
4250,"[""place""]"
3893,"[""company"", ""for company"", ""experience""]"
2663,"[""work"", ""pay""]"
1316,"[""Have Fun""]"
2628,"[""group Good"", ""hikes"", ""Managment hikes"", ""Good Managment""]"
4502,"[""Compensation"", ""management""]"
5100,"[""place"", ""Transparency"", ""work environments"", ""environments"", ""work""]"
4931,"[""place""]"
4107,"[""of freedom"", ""place"", ""opinion"", ""self views"", ""views"", ""freedom""]"
3671,"[""US shift"", ""shift"", ""few processes"", ""processes"", ""draw""]"
1197,"[""cost""]"
49,"[""growth"", ""hospitality"", ""culture""]"
3676,[]
4890,"[""bonus structure"", ""structure"", ""work-culture"", ""company"", ""transport""]"
1155,"[""Rewards"", ""various tools"", ""hours"", ""place"", ""tools"", ""extra hours"", ""graduates"", ""of employees"", ""Trains"", ""employees""]"
4340,"[""Learning curve"", ""lot"", ""curve""]"
1022,"[""life"", ""leave"", ""time"", ""cabs High"", ""balance"", ""year"", ""Over time"", ""work life"", ""life balance""]"
4590,[]
1737,"[""company"", ""technologies"", ""> Office"", ""spl DA"", ""scope"", ""vision"", ""new technologies"", ""profile"", ""DA"", ""for testers"", ""field >"", ""Office"", "">"", ""amazon"", ""Politics"", ""> Politics"", ""testers"", ""please""]"
718,"[""test"", ""placement"", ""for placement"", ""rounds""]"
1680,"[""managers Good"", ""Brand value"", ""technologies"", ""latest technologies"", ""global exposure"", ""Good ambience"", ""value"", ""exposure"", ""workforce"", ""ambience""]"
396,"[""company"", ""ego"", ""life"", ""few people"", ""Amazon"", ""rest"", ""like Amazon"", ""B Schools"", ""Schools"", ""from B"", ""wits"", ""people"", ""nothing"", ""name""]"
3739,"[""Approachable Managers"", ""organization Good"", ""Managers"", ""perks"", ""Good perks""]"
5003,"[""company"", ""things""]"
3656,"[""micro"", ""minute"", ""tracking""]"
3054,"[""deadlines"", ""meetings"", ""assignment"", ""Project assignment""]"
1898,[]
1354,[]
863,"[""Work"", ""time Work"", ""balance"", ""Work life"", ""risk"", ""life balance""]"
795,"[""core technology"", ""state-of-the-art technologies"", ""technologies"", ""flavour"", ""attitude towards"", ""towards software"", ""variety"", ""people"", ""of people"", ""international presence"", ""presence"", ""new technology"", ""deployment"", ""discipline"", ""Amazonians"", ""company"", ""feature/upgrade effects"", ""software engineering"", ""result"", ""internal training"", ""development"", ""engineering"", ""training"", ""meets"", ""various aspects"", ""backgrounds"", ""technology"", ""ab"", ""effects"", ""software development"", ""customer"", ""various opportunities"", ""opportunities"", ""multi-national flavour"", ""technology company"", ""nationalities"", ""with people"", ""Amazon"", ""Show"", ""of software""]"
4241,"[""different teams"", ""interactions"", ""Training"", ""engagement"", ""Employee engagement"", ""managers"", ""Information Sharing"", ""teams"", ""Sharing Training"", ""Relationship""]"
2796,"[""work culture"", ""culture"", ""environment""]"
916,"[""Interview Experience""]"
1411,"[""work environment"", ""culture"", ""set"", ""environment""]"
2959,"[""annual appraisal"", ""of amazon"", ""main downside"", ""Overall career"", ""appraisal"", ""at operations"", ""growth"", ""operations part"", ""amazon""]"
4610,"[""work environment"", ""career growth"", ""opportunities"", ""growth opportunities"", ""career"", ""environment""]"
2103,"[""place"", ""e-com""]"
3530,"[""shifts"", ""cab"", ""Salary""]"
3823,"[""company"", ""cab wfh"", ""times"", ""transport food"", ""in company"", ""food"", ""organized way"", ""way"", ""at times""]"
4800,"[""Cab facility"", ""Infrastructure Well"", ""Well"", ""facility"", ""Good Cab""]"
4411,"[""Experience""]"
1423,"[""stuff"", ""lot"", ""Learning"", ""of stuff"", ""corporate experience"", ""pressure"", ""Corporate experience"", ""experience""]"
5158,"[""place""]"
3745,"[""culture"", ""environment""]"
2070,[]
3189,"[""via internet"", ""wilol stop"", ""fb"", ""1-Free wifi"", ""internet"", ""team"", ""Phone"", ""change team"", ""movie download"", ""download"", ""meeting"", ""voice"", ""4-Any issues"", ""wish"", ""levels meeting"", ""issues"", ""ur voice"", ""ur knowledge"", ""3-Landline Phone"", ""stop"", ""wifi"", ""leave"", ""7-Can change"", ""ur wish"", ""of leave""]"
4289,"[""members"", ""team members"", ""facilities""]"
2755,"[""teamwork"", ""work environment"", ""Experience Best"", ""Work Experience"", ""Good teamwork"", ""environment"", ""Best Facility"", ""Facility Good""]"
1233,"[""on work"", ""culture Salary"", ""culture"", ""Salary"", ""work culture"", ""other perks"", ""perks""]"
5022,[]
5206,"[""growth"", ""Lots"", ""balance"", ""salary"", ""leave balance""]"
4234,[]
2758,"[""company"", ""for freshers"", ""freshers"", ""college""]"
3981,"[""balance Cool"", ""Cool"", ""Cool management"", ""place"", ""work culture"", ""Good work"", ""management"", ""work life"", ""culture Good"", ""life balance""]"
2299,"[""place""]"
3846,"[""company""]"
1888,"[""of freedom"", ""culture"", ""Work culture"", ""freedom"", ""Management"", ""Higher Management""]"
1385,"[""trend"", ""company"", ""competition"", ""average package"", ""Growth"", ""package""]"
2535,"[""work life""]"
1693,[]
560,"[""Lots""]"
1412,"[""view point"", ""term view"", ""function"", ""Employees"", ""ownership"", ""access"", ""learning platform"", ""Company"", ""point"", ""downstream"", ""Leaders"", ""platform"", ""failure""]"
1187,"[""company"", ""experience""]"
5299,"[""feedbacks"", ""place"", ""balance"", ""work life"", ""Work place"", ""Managers"", ""life balance""]"
5183,"[""functions"", ""Freedom"", ""different functions"", ""style"", ""years"", ""Greater opportunities"", ""set"", ""work style"", ""roles"", ""different roles"", ""Encourages autonomy"", ""autonomy"", ""opportunities"", ""of years"", ""couple"", ""People"", ""risk"", ""of People"", ""pace""]"
2957,[]
4139,"[""starters"", ""Work"", ""place"", ""culture"", ""Environment"", ""Fun"", ""fun"", ""history""]"
2648,"[""higher management"", ""of growth"", ""site"", ""yrs"", ""culture"", ""management -scope"", ""3-4 yrs"", ""growth"", ""working culture""]"
4282,"[""amazon""]"
1433,[]
5307,"[""pretentiousness"", ""leadership principles"", ""things"", ""principles""]"
1509,"[""for Employees"", ""Culture Short"", ""Employees""]"
855,"[""Promotional Opportunities"", ""Opportunities""]"
3840,"[""lot"", ""different teams"", ""cards"", ""people"", ""cool people"", ""teams"", ""management"", ""fun""]"
1521,"[""growth opportunities"", ""opportunities"", ""run""]"
1837,"[""banglore"", ""company Amazon""]"
1968,"[""Need"", ""Operational overhead"", ""overhead"", ""Operational""]"
4616,"[""Helpful Leads"", ""dress Code"", ""managers Helpful"", ""Good pay"", ""Code Approachable"", ""Approachable managers"", ""Leads Leaves"", ""No dress"", ""Leaves Good"", ""pay""]"
1957,"[""Learning curve"", ""prospects"", ""curve"", ""Growth prospects""]"
196,"[""work life"", ""balance"", ""work"", ""pay""]"
2986,"[""none""]"
3317,"[""Transparency"", ""like home"", ""Loads"", ""home environment"", ""environment"", ""home"", ""pay""]"
2362,"[""of opportunities"", ""culture"", ""people"", ""work culture"", ""opportunities"", ""smart people""]"
4330,"[""facilities"", ""people"", ""salary""]"
