2323,"[""team freedom"", ""ideas"", ""exposure"", ""compensation"", ""leadership team"", ""freedom"", ""competitive compensation"", ""leader"", ""work hours"", ""hours"", ""own ideas""]"
30,"[""isnt"", ""pros"", ""work"", ""work isnt"", ""pay"", ""knowledge"", ""domain knowledge""]"
1502,"[""company""]"
3997,"[""place""]"
927,"[""Analyst""]"
608,"[""brand"", ""nothing""]"
714,"[""Policy Minimum"", ""Friendly buildings"", ""Door Policy"", ""Minimum Bureaucracy"", ""Stock"", ""Peers Open"", ""Open Door"", ""Code Flexible"", ""Dog Friendly"", ""Dress Code"", ""work timings"", ""timings Dog"", ""timings"", ""buildings Intelligent"", ""Bureaucracy"", ""Flexible work"", ""Bonus"", ""Intelligent Peers""]"
4819,"[""of ppl"", ""atmosphere"", ""ppl"", ""work"", ""veru indepth"", ""back-support"", ""indepth"", ""team""]"
5340,"[""managers"", ""Team"", ""place""]"
2941,"[""u come"", ""food *"", ""OTs *"", ""Pay *"", ""up"", ""* OTs"", ""transport *"", ""* Pay"", ""*"", ""wife"", ""* frugality"", ""of amazon"", ""come"", ""employees"", ""shifts *"", ""* transport"", ""frugality"", ""Night shifts"", ""amazon"", ""* food""]"
2596,"[""pay""]"
3640,[]
5218,"[""employee referra"", ""referra"", ""employee referrals"", ""company"", ""referrals"", ""career"", ""walkin""]"
2389,"[""option"", ""swap option"", ""time"", ""shifts"", ""Bosses"", ""agent"", ""bossy type"", ""type""]"
3293,"[""environment Work"", ""new roles"", ""roles"", ""space"", ""Exploring"", ""Work Timing"", ""Timing Colleagues"", ""Colleagues Positivity"", ""Positivity Exploring"", ""of space""]"
888,"[""city"", ""location"", ""of care"", ""side"", ""pain"", ""office location"", ""management lack"", ""other side""]"
2333,[]
3967,"[""years"", ""goodies"", ""stock"", ""policy training"", ""training""]"
2710,"[""%"", ""balance"", ""recognition"", ""life balance"", ""ground"", ""middle ground""]"
5068,"[""right"", ""rate"", ""growth rate"", ""Shifts"", ""patience""]"
2160,"[""employees"", ""career oppurtunities"", ""oppurtunities""]"
4051,[]
993,"[""Company""]"
821,"[""place""]"
3273,"[""experience""]"
290,"[""work"", ""way"", ""principles"", ""cons"", ""Leadership principles"", ""People"", ""body""]"
3389,[]
802,"[""place"", ""people""]"
5496,[]
2239,"[""importance"", ""work"", ""promotions"", ""quality"", ""worker"", ""of work""]"
4996,[]
1324,"[""work culture"", ""problems"", ""culture""]"
2855,"[""security"", ""amazon"", ""outside amazon"", ""job security""]"
1503,"[""automation"", ""work"", ""time"", ""manual work"", ""cahanges"", ""Less"", ""lots""]"
4986,[]
3865,"[""Pay Great"", ""Great Pay"", ""Great Work"", ""Facilities Great"", ""Culture"", ""Work Culture""]"
3606,[]
5442,"[""amazon"", ""company""]"
5278,"[""career stagment"", ""job"", ""promotion"", ""learning"", ""years"", ""1-2 years"", ""stagment"", ""Quora"", ""grad"", ""Engineering grad""]"
1492,"[""areas"", ""of areas"", ""opportunities"", ""Contains plethora"", ""Provides"", ""time"", ""problems"", ""leadership opportunities"", ""customer"", ""software engineer"", ""engineer""]"
495,"[""new day"", ""Innovation"", ""day"", ""minds"", ""Job""]"
3691,[]
4676,"[""Less Learning"", ""Learning Work"", ""Work"", ""Growth Less""]"
4602,"[""Associate""]"
781,"[""place""]"
112,"[""collegues"", ""new technologies"", ""options"", ""pay"", ""stock options"", ""technologies""]"
5078,"[""way things"", ""Structured work"", ""routine"", ""work"", ""health"", ""shifts"", ""things"", ""place"", ""on health"", ""rotational shifts""]"
3998,"[""Opportunities"", ""of ownership"", ""WFH"", ""timings"", ""money"", ""company"", ""ability"", ""learning opportunities"", ""opportunities"", ""level"", ""ownership""]"
3279,"[""from home"", ""home culture"", ""culture""]"
5222,"[""work"", ""group"", ""peer group"", ""curve""]"
345,"[""EXPERIENCE OF"", ""END TECHNOLOGY""]"
1605,"[""Micro Management"", ""life balance"", ""Management"", ""balance Micro""]"
4829,"[""workplace""]"
3445,"[""place"", ""growth""]"
1668,"[""package"", ""salary package""]"
3014,"[""process"", ""balance"", ""work"", ""whole team"", ""management changes"", ""week"", ""work life"", ""life balance"", ""changes"", ""interview process"", ""Oncall week"", ""team"", ""correlation""]"
2887,[]
4056,"[""life"", ""balance environment"", ""work life"", ""life balance"", ""environment""]"
2847,"[""more weight"", ""staff"", ""groupisms.."", ""only issue"", ""voice"", ""issue"", ""harassment issue"", ""teams"", ""year"", ""response"", ""team"", ""Employees voice"", ""weight"", ""numbers"", ""only team"", ""drama""]"
3413,[]
1705,"[""Home Facility"", ""environment"", ""Sodexo Great"", ""-Home"", ""Great"", ""Facility"", ""Cab -Home"", ""crowd"", ""home""]"
252,"[""cycles"", ""prod"", ""shorter"", ""Lot"", ""people""]"
959,"[""times"", ""work""]"
1798,"[""facilities"", ""operational load"", ""training facilities"", ""load""]"
304,"[""field"", ""minds"", ""Exposure""]"
3317,"[""like home"", ""environment"", ""Transparency"", ""pay"", ""home environment"", ""Loads"", ""home""]"
755,[]
1656,"[""Organization culture"", ""culture"", ""energy"", ""timings Organization"", ""Flexible timings"", ""Balance Flexible""]"
3892,"[""n original"", ""products"", ""through amazone"", ""experience"", ""original"", ""amazone""]"
5280,"[""place"", ""work place""]"
5471,"[""balance""]"
2249,"[""of users"", ""company lots"", ""product"", ""work"", ""lots"", ""users"", ""coworkers"", ""world"", ""impact work""]"
3494,"[""incentives allowances"", ""pay etc"", ""etc"", ""over time"", ""Salary""]"
4325,[]
2460,"[""experience"", ""place""]"
3398,"[""Career path"", ""Goal Oriented"", ""Oriented"", ""path"", ""Mentors"", ""Targets"", ""Management""]"
1755,"[""Salary"", ""Learning curve"", ""curve""]"
876,"[""numbers""]"
1638,"[""outside world"", ""work"", ""JD"", ""teams"", ""Ops teams"", ""world"", ""responsibilities"", ""!!"", ""resume"", ""advancement"", ""tools"", ""relevance"", ""value"", ""career advancement"", ""organization"", ""in terms"", ""goals"", ""timings"", ""wor"", ""learning"", ""Career goals"", ""Super"", ""of learning""]"
1532,"[""company""]"
5190,"[""work culture"", ""culture"", ""place"", ""grow"", ""job""]"
1545,"[""Work Environment"", ""Environment"", ""processess""]"
2803,"[""group"", ""Very"", ""multiple projects"", ""projects"", ""multiple teams"", ""Lots"", ""teams"", ""experience"", ""Encourages"", ""> Lots"", ""> Encourages"", ""opportunities"", ""peer group"", ""ownership"", ""> Very""]"
175,[]
2560,"[""environment""]"
5346,"[""hours"", ""working hours"", ""environment""]"
1444,"[""freshers"", ""workplace"", ""for freshers"", ""salary""]"
1871,"[""Culture""]"
2481,"[""culture"", ""Great Compensation"", ""Compensation Great"", ""Peers"", ""Great Peers"", ""culture Great""]"
4042,"[""management"", ""entry point"", ""favoritism"", ""internal movement"", ""into Amazon"", ""career"", ""role"", ""Amazon"", ""movement"", ""growth management""]"
2510,"[""society"", ""legs""]"
1793,"[""Engineer""]"
5352,"[""potential"", ""environment""]"
3309,"[""India"", ""places"", ""leadership team"", ""talent"", ""team"", ""support""]"
1626,[]
4778,"[""employees"", ""time"", ""care"", ""heavy workload"", ""comments"", ""workload""]"
1041,[]
4527,"[""company""]"
861,[]
2011,"[""odd"", ""mention""]"
1706,"[""place"", ""one""]"
1334,"[""Gives"", ""entrepreneur"", ""ideas"", ""experience"", ""initiatives people"", ""people""]"
684,"[""management"", ""thing"", ""None"", ""line management"", ""particular..only thing"", ""week"", ""mind""]"
4947,"[""work life"", ""working hours"", ""life balance"", ""lot"", ""Mentors"", ""hours"", ""balance Mentors""]"
475,"[""ti"", ""work""]"
3527,"[""work schedule"", ""schedule"", ""place"", ""career"", ""work""]"
1593,"[""skills"", ""Environment"", ""Tasks @"", ""exposure"", ""Working Environment"", ""Catalog Tasks"", ""@""]"
4352,"[""work culture""]"
17,[]
5289,"[""laidback""]"
4004,"[""flexibility"", ""restrictions"", ""environment""]"
1042,"[""learning curve"", ""curve"", ""Exposure""]"
775,"[""data"", ""customer i"", ""PM"", ""Everything"", ""busin"", ""Show"", ""philosophy"", ""decisions"", ""business impact"", ""customer problems"", ""openings"", ""mpact"", ""in India"", ""i"", ""size Focus"", ""Data"", ""PM openings"", ""India"", ""other companies"", ""problems"", ""impact"", ""approach"", ""Chance"", ""companies"", ""customer"", ""on customer"", ""solutions""]"
1120,"[""technology people"", ""compensation office"", ""achievers"", ""learning opportunities"", ""professional pactices"", ""sign-on"", ""people practices"", ""lot"", ""value"", ""tremen"", ""market"", ""brand value"", ""practices compensation"", ""people"", ""interview"", ""process"", ""edge"", ""pactices"", ""sign-on bonuses"", ""reputation"", ""professional market"", ""bonuses"", ""-peer learning"", ""office"", ""place"", ""opportunities""]"
4377,[]
5546,"[""of scope"", ""growth"", ""culture"", ""for growth""]"
1623,"[""work culture"", ""culture"", ""benefits"", ""Lots"", ""company"", ""freedom"", ""of freedom""]"
2909,"[""work culture"", ""people"", ""culture""]"
850,"[""Techies"", ""of things"", ""things"", ""of Techies"", ""lot"", ""seniors"", ""opportunity"", ""of opportunity"", ""fresher""]"
182,"[""place"", ""culture""]"
4153,"[""happiest place"", ""companies"", ""today"", ""things"", ""place"", ""tech companies"", ""world"", ""Amazon"", ""new things"", ""opportunity""]"
4252,"[""entry job"", ""growth"", ""job""]"
1422,"[""salary""]"
2895,[]
3617,"[""opportunities"", ""tech"", ""tech stack"", ""stack"", ""of opportunities""]"
3163,[]
1742,"[""place"", ""work place""]"
4330,"[""facilities"", ""people"", ""salary""]"
1299,"[""mentoring"", ""systems delay"", ""abstracted systems"", ""delay"", ""method"", ""hire/fire method"", ""solutions""]"
3697,[]
3383,"[""workplace""]"
3515,"[""work culture.i"", ""amazon"", ""growth"", ""culture.i""]"
4327,"[""future scope"", ""scope"", ""jobs""]"
854,"[""Work balance"", ""balance"", ""life balance""]"
1852,[]
3827,"[""employer"", ""growth"", ""environment""]"
2,"[""management"", ""employee"", ""customers"", ""focus"", ""feeling"", ""projects"", ""smart people"", ""\u2026 things"", ""things"", ""new employee"", ""experience"", ""benefits management"", ""mentoring focus"", ""guy"", ""package"", ""lots"", ""people"", ""loads""]"
165,"[""machines"", ""humans""]"
1326,[]
3404,"[""industry Great"", ""salary"", ""Business"", ""industry salary"", ""Great"", ""Infrastructure"", ""Amazon Business""]"
4457,[]
1383,"[""environment""]"
1663,[]
159,"[""Amazon"", ""people"", ""good people""]"
5391,[]
2686,[]
3934,"[""Company""]"
3073,"[""exposure fas"", ""fas"", ""customer feedback"", ""customer fas"", ""exposure customer"", ""feedback fas"", ""pace"", ""everything"", ""feedback""]"
