review_id,sentence_id,Time,sentence_type,sentence
19,10001,2011-07-21 00:00:00,q,"India is by far the largest english-speaking population in the world, making it ideal recruiting grounds."
19,10002,2011-07-21 00:00:00,q,It's also a free-market country where thinking and innovation lead to success and are encouraged.
19,10003,2011-07-21 00:00:00,q,"Finally, it's a very materialistic society where money talks."
19,10004,2011-07-21 00:00:00,q," In the near future Indians will replace whites in most high-paying jobs, since American schools rank alongside those of Africa, and teach kids that ambition is selfish and that their life goal is social change."
19,10005,2011-07-21 00:00:00,q,"By contrast, Indian kids compete over intellectual achievement starting very early, and are taught to respect wealth and success."
19,10006,2011-07-21 00:00:00,q,Some day India may colonize north America and help white man develop.
17,10007,2011-10-20 00:00:00,q,india has lots of engineers and silicon valley is the best place for engineers.
17,10008,2011-10-20 00:00:00,q,That pretty much sums up the below points.
17,10009,2011-10-20 00:00:00,q,Indian secondary education (high school) is focused primarily on a very few subjects.
17,10010,2011-10-20 00:00:00,q,Science or Commerce are two primary streams  Maths/CompSc/Economics being optional subjects.
17,10011,2011-10-20 00:00:00,q,This makes half of the population in india as potential science students.
17,10012,2011-10-20 00:00:00,q,Being a doctor in india is TOUGH and typically takes 8 years.
17,10013,2011-10-20 00:00:00,q,Most opt for engineering in such cases.
17,10014,2011-10-20 00:00:00,q,so thats why there is a huge population of engineers.
17,10015,2011-10-20 00:00:00,q,The bright ones opt for PhDs/Masters from a US univ.
17,10016,2011-10-20 00:00:00,q,Unfortunately india doesnt have gr8 phD programs so these students move to the US and those who do not end up teaching subsequently end up becoming part of silicon valley.
17,10017,2011-10-20 00:00:00,q,English Speaking country.
17,10018,2011-10-20 00:00:00,q,No explanation needed.
17,10019,2011-10-20 00:00:00,q,Dollar to Indian rupee conversion rate.
17,10020,2011-10-20 00:00:00,q,"Doesn't sound smart, but i know ppl who moved to US because of this."
17,10021,2011-10-20 00:00:00,q,"indian engineer at goog would typically start at ~20,000 USD of annual salary, whereas in US, he gets ~90 K."
17,10022,2011-10-20 00:00:00,q,"Living costs apart, it is still good sum of money, if money is what they are lookign for."
17,10023,2011-10-20 00:00:00,q,"Last factor, indians are good at outsourced stuff."
17,10024,2011-10-20 00:00:00,q,"Jokes apart, they do a good job of maintaining software/servicing it/providing manual testing etc at a very reasonable price.. (say 40% of operating cost as compared to US). These indian divisions of US companies pull software engineers in their companies and some of them move to their US offices."
17,10025,2011-10-20 00:00:00,q,"Number is small, but still its there."
17,10026,2011-10-20 00:00:00,q,No rags to riches stories for engineers back at home.
17,10027,2011-10-20 00:00:00,q,No role models (not even a healthy number) in india for engineers doing awesome stuff while staying back in india.
17,10028,2011-10-20 00:00:00,q,"So, the ones who go where others go, the herd mentality will always drive them to the US."
18,10029,2012-02-01 00:00:00,q,There are quite a few.
18,10030,2012-02-01 00:00:00,q," In fact, the pressence of the Silicon Valley TiE is a pretty decent indicator of a decent to robust Indian community:  http://sv.tie.org/ From what I've heard, TiE is a great way to link up with other Indians in the area."
65,10031,2013-09-25 00:00:00,q,Did you see this Google Student Ambassador India and this Google Student Ambassador - India
61,10032,2013-12-18 00:00:00,q,This years procedure for becoming a Google Student Ambasssador was different from last year.
61,10033,2013-12-18 00:00:00,q,"So by making an assumption that Google does not change its procedure in 2014, this is how one can be a Google Student Ambassador."
61,10034,2013-12-18 00:00:00,q,Your institution's name should be there in the list of institutes created by Google.
61,10035,2013-12-18 00:00:00,q, This year Google prepared a list of 500 institutes whose students were eligible for applying for GSA program.
61,10036,2013-12-18 00:00:00,q,Still it is not clear on what basis this list is created and I don't think there is anything that one can do if your institute is not there in that list.
61,10037,2013-12-18 00:00:00,q,Here is the list for this GSA 2013.
61,10038,2013-12-18 00:00:00,q, Institutions List_GSA Program You need to refered to GSA program by the mentioned referrer.
61,10039,2013-12-18 00:00:00,q, In each selected institution Google selects a person as a referrer whose job is to identify 5 students from the institute and refer their names and email-ids to Google.
61,10040,2013-12-18 00:00:00,q,So therefore you need to find the referrer from your institute and ask him/her to refer you for the program.
61,10041,2013-12-18 00:00:00,q,Fill the application form from Google.
61,10042,2013-12-18 00:00:00,q," Using the details sent by the referrer, people from Google (Googlers) will conatact you and send you a mail with an application form and other details."
61,10043,2013-12-18 00:00:00,q,Now here is the most important task you need to fill out that application form in such a way that Google cannot neglect you.
61,10044,2013-12-18 00:00:00,q,Make your application stand apart from other applications.
61,10045,2013-12-18 00:00:00,q,Now 2 students from each institute be selected for the next round.
61,10046,2013-12-18 00:00:00,q,Clear the interview round.
61,10047,2013-12-18 00:00:00,q, The 2 shortlisted students from each institute will again be contacted by a Googler who will be taking your interview.
61,10048,2013-12-18 00:00:00,q,They will ask you to fix a date on which you will be comfortable in coducting the phone interview.
61,10049,2013-12-18 00:00:00,q,Cross your fingers and wait for the result.
61,10050,2013-12-18 00:00:00,q, After all this process each applicant is reviewed carefully based on his/her application and interview.
61,10051,2013-12-18 00:00:00,q,It is not fixed that a GSA will be selected from each institute.
61,10052,2013-12-18 00:00:00,q,It totally depends on the applicant.
61,10053,2013-12-18 00:00:00,q,In some cases two GSAs are also selected from an institute.
61,10054,2013-12-18 00:00:00,q,After this the selected GSAs are invited to attend a summit (most probably in Goa) so that they can be trained for this program and educated about the same.
35,10055,2013-12-22 00:00:00,q,"1)Make your resume stronger.Participate in codechef , interviewstreet etc 2)Some big companies also have 24 hr coding events on interviewsteet etc 3)Amazon recently had a code ninja event.They also have code ninja on their website.If you solve that you may get a interview call Last : prepeare hard by going to  Programming Interview Questions | CareerCup And yes i have seen people from tcs get into amazon."
35,10056,2013-12-22 00:00:00,q,Its very difficulty but not impossible.
35,10057,2013-12-22 00:00:00,q,CGPA doesnot matter for big companies .I have seen 9 pointers who suck at coding.
35,10058,2013-12-22 00:00:00,q,"Most impt thing :You need to passionate for coding.If you are not then there is no point . Another approach (Indirect but more feasible) : Get into some decent product dev company like oracle , symentec, pega."
35,10059,2013-12-22 00:00:00,q,Having this name on ur resume will increase your chances of getting call from big companies.
64,10060,2014-04-25 00:00:00,q,"Google Student Ambassador India 2014 is now open:  http://eduinfo.asia/2014/04/goog... The last date to apply is June 26, 2014."
64,10061,2014-04-25 00:00:00,q,Best wishes.
62,10062,2014-05-04 00:00:00,q,"Apart from the information given in the other answers, I'd like to mention a few points: Identify if there is a Google Student Ambassador in your college."
62,10063,2014-05-04 00:00:00,q,"If yes, he/she is the best person to contact and ask if your campus has been shortlisted for this year's program."
62,10064,2014-05-04 00:00:00,q,"Additionally, he/she may write a recommendation for you."
62,10065,2014-05-04 00:00:00,q,"Incase your campus is not shortlisted or you don't know if there is a GSA in your college, you can apply on your own by filling in the form."
62,10066,2014-05-04 00:00:00,q,Last year the procedure was as follows: Students were shortlisted on the basis of their responses in the form.
62,10067,2014-05-04 00:00:00,q,They were then contacted for a telephonic interview.
62,10068,2014-05-04 00:00:00,q,The interviewer is usually an employee from Google.
62,10069,2014-05-04 00:00:00,q,Those who clear the interview then go on to become the Google Student Ambassadors.
62,10070,2014-05-04 00:00:00,q,"Last year somewhere around 2000 had applied, and about 270 got selected."
62,10071,2014-05-04 00:00:00,q,Hope this helps...good luck! :)
101,10072,2014-07-29 00:00:00,q,"According to news reports: Google brings Chromebooks to India - available from October 17 Google is bringing the  Intel Celeron  based Chromebook laptops manufactured by Acer and Hp to India and it will be available from select  Reliance Digital  and  Croma stores  in Delhi and Mumbai from  October 17, 2013  or you can  pre-order  them on  Flipkart . The  Acer C720 Chromebook  is available on Flipkart at a price of  Rs 22,999 , while the  HP Chromebook 14  is available at a price tag of  Rs 26,990 ."
102,10073,2014-08-01 00:00:00,q,"First, let me congratulate you: you've demonstrated initiative and asked a clear and straight-forward question."
102,10074,2014-08-01 00:00:00,q,"I think it would help the cause if you would have something to show to back up your educational part, for examples have you got any repos up on GitHub ?. Feel free to reach out to me, in case of MapR—details via my  homepage ."
92,10075,2014-10-27 00:00:00,q,"Although I don't know the exact reason, but I would take a shot at it by relating to a similar online music store (Indian) which was shut down."
92,10076,2014-10-27 00:00:00,q,Flipkart  is an Indian e commerce company which started a music store called  flyte  (on their already existing website which was and is exceeding all expectations). Flyte was closed down within days of its inception.
92,10077,2014-10-27 00:00:00,q,I have witnessed a Q&A session with co-founder Sachin Bansal.
92,10078,2014-10-27 00:00:00,q," Guy: ""What was the reason that flyte had to be stopped?"" Sachin: ""songs.pk"" He went on to add that it is very easy to get your hands on pirated copies of the songs in India."
92,10079,2014-10-27 00:00:00,q,Also it will take a long time before it sinks into us that these songs are not meant to be downloaded for free.
95,10080,2014-10-28 00:00:00,q,"Hard Work, Sincerity and Humbleness."
95,10081,2014-10-28 00:00:00,q,"One example is this incident i read about Sundar Pichai, The 'most powerful man in mobile' wears his stature lightly."
95,10082,2014-10-28 00:00:00,q,Ask him how  it feels to bear the title and he shrugs.
95,10083,2014-10-28 00:00:00,q,"""There are many powerful men  and women in mobile."
95,10084,2014-10-28 00:00:00,q,I'm fortunate to be part of that group.
95,10085,2014-10-28 00:00:00,q,"But by no  means do I think I'm the most powerful person."" Source"
97,10086,2014-10-28 00:00:00,q,"1.) That the Westerners believe in Equal rights 2.) The young generation of India is more capable to Lead the country 3.) We outshine and thrive anywhere 4.) They don't discriminate us in terms of language, nation, caste or creed 5.) Its high time people of this nation and the government start following and implementing these changes through out this country for a better future"
96,10087,2014-10-30 00:00:00,q,"Sundar Pichai is a hot topic these days, I didnt had a chnace to read much about this gentlemen, however what i have learned from him as a person is something very basic yet very effective Simplicity :- He is a topshot in google yet he is down to earth and humble, all the pictures show him as a modest man."
96,10088,2014-10-30 00:00:00,q,Smartness :- There are many incidents which highlight his smartness and his ability to comprehend vague clues by CEO Larry Page Empathetic :- Every subordinte loves him   because he cares for people around him and he is ready to help them without throwing his attitude.
96,10089,2014-10-30 00:00:00,q,Collaborative :- When working on problem he coordinates with different teams and helps them to figure out how to move ahead on projects together.
98,10090,2014-11-02 00:00:00,q,"That sticking to a company pays in the long run, rather than switching jobs every 3 or 4 years."
98,10091,2014-11-02 00:00:00,q,He joined Google way back in 2004 and remained with it since then.
98,10092,2014-11-02 00:00:00,q,All the best :-)
94,10093,2014-12-14 00:00:00,q,"The cockroach theory for self development At a restaurant, a cockroach suddenly flew from somewhere and sat on a lady."
94,10094,2014-12-14 00:00:00,q,She started screaming out of fear.
94,10095,2014-12-14 00:00:00,q,"With a panic stricken face and trembling voice,she started jumping, with both her hands desperately trying to get rid of the cockroach."
94,10096,2014-12-14 00:00:00,q,"Her reaction was contagious, as everyone in her group also got panicky."
94,10097,2014-12-14 00:00:00,q,The lady finally managed to push the cockroach away but ...it landed on another lady in the group.
94,10098,2014-12-14 00:00:00,q,"Now, it was the turn of the other lady in the group to continue the drama."
94,10099,2014-12-14 00:00:00,q,The waiter rushed forward to their rescue.
94,10100,2014-12-14 00:00:00,q,"In the relay of throwing, the cockroach next fell upon the waiter."
94,10101,2014-12-14 00:00:00,q,"The waiter stood firm, composed himself and observed the behavior of the cockroach on his shirt."
94,10102,2014-12-14 00:00:00,q,"When he was confident enough, he grabbed it with his fingers and threw it out of the restaurant."
94,10103,2014-12-14 00:00:00,q,"Sipping my coffee and watching the amusement, the antenna of my mind picked up a few thoughts and started wondering, was the cockroach  responsible for their histrionic behavior? If so, then why was the waiter not disturbed? He handled it near to perfection, without any chaos."
94,10104,2014-12-14 00:00:00,q,"It is not the cockroach, but the inability of the ladies to handle the disturbance caused by the cockroach that disturbed the ladies."
